,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,income_category
3073,-119.23,35.79,31.0,2862.0,606.0,2467.0,600.0,2.3125,INLAND,2
1492,-122.02,37.94,23.0,3516.0,661.0,1465.0,623.0,4.2569,NEAR BAY,3
13085,-121.35,38.56,16.0,2629.0,491.0,1265.0,485.0,4.5066,INLAND,4
12540,-121.5,38.55,52.0,2784.0,455.0,957.0,448.0,5.6402,INLAND,4
9084,-118.19,34.67,8.0,11275.0,1822.0,5731.0,1692.0,5.0285,INLAND,4
8731,-118.32,33.83,51.0,2399.0,516.0,1160.0,514.0,3.8456,<1H OCEAN,3
20003,-119.19,36.06,29.0,1815.0,376.0,1421.0,339.0,1.9091,INLAND,2
11983,-117.48,34.01,23.0,2000.0,376.0,1361.0,388.0,4.369,INLAND,3
8589,-118.39,33.89,38.0,1851.0,332.0,750.0,314.0,7.3356,<1H OCEAN,5
13171,-121.32,36.79,30.0,516.0,90.0,288.0,95.0,3.6333,INLAND,3
5834,-118.33,34.2,43.0,1325.0,254.0,613.0,248.0,3.6071,<1H OCEAN,3
8195,-118.14,33.79,45.0,1519.0,263.0,681.0,267.0,4.6452,NEAR OCEAN,4
2830,-119.01,35.4,11.0,8739.0,2190.0,4781.0,1919.0,1.7109,INLAND,2
18103,-122.04,37.3,25.0,2366.0,417.0,1076.0,398.0,6.9238,<1H OCEAN,5
18418,-121.83,37.27,14.0,2855.0,380.0,1420.0,383.0,6.6712,<1H OCEAN,5
7627,-118.27,33.86,26.0,1097.0,167.0,701.0,188.0,6.5799,<1H OCEAN,5
7310,-118.19,33.99,36.0,1273.0,379.0,1398.0,353.0,2.4516,<1H OCEAN,2
12635,-121.47,38.48,25.0,2969.0,551.0,1745.0,487.0,2.6382,INLAND,2
6141,-117.97,34.07,22.0,1438.0,364.0,1325.0,335.0,2.7802,<1H OCEAN,2
8855,-118.38,34.07,48.0,2799.0,596.0,1235.0,561.0,4.4896,<1H OCEAN,3
6169,-117.93,34.09,37.0,1185.0,225.0,769.0,235.0,4.4625,<1H OCEAN,3
5721,-118.23,34.18,47.0,1853.0,345.0,757.0,310.0,3.6875,<1H OCEAN,3
13138,-121.44,38.46,10.0,4446.0,897.0,2499.0,884.0,3.5461,INLAND,3
11660,-118.01,33.81,18.0,5238.0,1083.0,3032.0,1065.0,4.4583,<1H OCEAN,3
10326,-117.79,33.8,11.0,10535.0,1620.0,4409.0,1622.0,6.67,<1H OCEAN,5
9925,-122.33,38.31,14.0,6778.0,947.0,2768.0,1014.0,6.1953,NEAR BAY,5
5474,-118.46,33.99,44.0,1122.0,287.0,531.0,256.0,4.0598,<1H OCEAN,3
16344,-121.33,38.04,10.0,1421.0,204.0,657.0,209.0,5.1878,INLAND,4
9710,-121.66,36.67,40.0,2878.0,592.0,1444.0,564.0,3.1439,<1H OCEAN,3
13681,-117.23,34.15,17.0,5036.0,817.0,2084.0,833.0,4.6445,INLAND,4
6778,-118.17,34.12,37.0,2246.0,481.0,995.0,459.0,4.2944,<1H OCEAN,3
16705,-120.52,35.06,11.0,1317.0,234.0,655.0,243.0,4.3611,<1H OCEAN,3
13013,-121.26,38.7,9.0,7812.0,1348.0,3275.0,1178.0,4.3826,INLAND,3
6474,-118.07,34.09,35.0,1224.0,267.0,887.0,276.0,4.0987,<1H OCEAN,3
13907,-116.43,34.1,17.0,6683.0,1296.0,2677.0,1227.0,2.4828,INLAND,2
13394,-117.59,34.02,14.0,1463.0,261.0,881.0,245.0,4.7857,INLAND,4
5254,-118.48,34.07,29.0,4767.0,777.0,1500.0,638.0,10.7937,<1H OCEAN,5
4046,-118.49,34.13,24.0,4394.0,,1443.0,528.0,11.2979,<1H OCEAN,5
11616,-118.06,33.8,20.0,1379.0,333.0,937.0,304.0,3.6217,<1H OCEAN,3
146,-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,NEAR BAY,5
3576,-118.53,34.25,20.0,6331.0,1537.0,2957.0,1509.0,3.3892,<1H OCEAN,3
3716,-118.41,34.2,32.0,2734.0,654.0,2209.0,610.0,3.5164,<1H OCEAN,3
8781,-118.32,33.79,32.0,2381.0,467.0,1264.0,488.0,4.1477,<1H OCEAN,3
3753,-118.39,34.17,40.0,1696.0,372.0,835.0,385.0,3.6563,<1H OCEAN,3
276,-122.18,37.79,46.0,2109.0,387.0,922.0,329.0,3.9712,NEAR BAY,3
17801,-121.79,37.38,22.0,3650.0,527.0,1637.0,520.0,5.3774,<1H OCEAN,4
18684,-121.82,36.95,16.0,2599.0,430.0,1417.0,445.0,4.6611,<1H OCEAN,4
10585,-117.82,33.72,24.0,3477.0,462.0,1593.0,484.0,6.8634,<1H OCEAN,5
10178,-117.96,33.86,35.0,2146.0,430.0,1230.0,429.0,3.7813,<1H OCEAN,3
4978,-118.29,34.0,41.0,1807.0,493.0,1731.0,471.0,1.2347,<1H OCEAN,1
9859,-121.86,36.6,31.0,1044.0,285.0,762.0,301.0,3.038,<1H OCEAN,3
6455,-118.06,34.12,35.0,2053.0,369.0,1044.0,375.0,4.1875,INLAND,3
14182,-117.06,32.71,25.0,2681.0,596.0,1947.0,553.0,2.8964,NEAR OCEAN,2
9347,-122.58,37.98,52.0,1180.0,216.0,467.0,197.0,4.9615,NEAR BAY,4
16399,-121.24,38.0,25.0,1471.0,300.0,721.0,304.0,2.4688,INLAND,2
11497,-118.07,33.67,13.0,5126.0,711.0,2429.0,718.0,9.5268,NEAR OCEAN,5
19331,-122.94,38.49,37.0,3169.0,719.0,777.0,344.0,2.7072,<1H OCEAN,2
6606,-118.13,34.19,42.0,2203.0,412.0,1012.0,377.0,4.0714,INLAND,3
10220,-117.88,33.88,15.0,957.0,360.0,615.0,370.0,3.0263,<1H OCEAN,3
3008,-119.01,35.28,10.0,7011.0,1453.0,4163.0,1307.0,2.7659,INLAND,2
3879,-118.51,34.22,36.0,1952.0,387.0,1156.0,392.0,4.185,<1H OCEAN,3
5252,-118.47,34.1,32.0,8041.0,1141.0,2768.0,1106.0,11.1978,<1H OCEAN,5
14195,-117.05,32.71,25.0,3292.0,608.0,2266.0,592.0,3.2986,NEAR OCEAN,3
5948,-117.87,34.15,37.0,2655.0,415.0,1056.0,401.0,5.4224,INLAND,4
10665,-117.87,33.61,25.0,2267.0,359.0,866.0,348.0,7.79,<1H OCEAN,5
8621,-118.38,33.86,15.0,1778.0,311.0,908.0,330.0,7.674,<1H OCEAN,5
14804,-117.17,32.63,26.0,1617.0,279.0,2745.0,250.0,3.5357,NEAR OCEAN,3
6879,-118.1,34.07,33.0,3437.0,1081.0,3817.0,1042.0,2.25,<1H OCEAN,2
3515,-118.47,34.25,34.0,1732.0,399.0,1120.0,401.0,4.1492,<1H OCEAN,3
13062,-121.32,38.57,15.0,3369.0,499.0,1733.0,470.0,5.31,INLAND,4
4932,-118.26,34.0,27.0,1611.0,479.0,1457.0,458.0,0.8941,<1H OCEAN,1
10357,-117.66,33.59,18.0,4552.0,706.0,1918.0,671.0,7.5791,<1H OCEAN,5
13129,-121.31,38.26,22.0,1768.0,396.0,1005.0,420.0,1.8846,INLAND,2
18893,-122.23,38.13,29.0,5154.0,1084.0,2459.0,1019.0,3.2664,NEAR BAY,3
11076,-117.85,33.81,32.0,1766.0,322.0,876.0,330.0,4.0417,<1H OCEAN,3
18111,-122.03,37.3,30.0,3007.0,554.0,1551.0,616.0,5.8521,<1H OCEAN,4
12159,-117.11,33.78,13.0,1914.0,339.0,930.0,304.0,4.1875,INLAND,3
608,-122.08,37.68,37.0,848.0,202.0,314.0,205.0,2.3958,NEAR BAY,2
12830,-121.43,38.69,28.0,927.0,165.0,542.0,148.0,2.5,INLAND,2
13887,-115.53,34.91,12.0,807.0,199.0,246.0,102.0,2.5391,INLAND,2
4940,-118.27,33.99,35.0,932.0,294.0,1153.0,282.0,1.4886,<1H OCEAN,1
14186,-117.08,32.7,36.0,2103.0,390.0,1279.0,392.0,2.4135,NEAR OCEAN,2
14422,-117.23,32.8,27.0,1297.0,355.0,776.0,337.0,2.4643,NEAR OCEAN,2
15581,-116.84,33.02,11.0,1227.0,202.0,645.0,198.0,5.6674,<1H OCEAN,4
11474,-117.99,33.71,17.0,1600.0,458.0,1803.0,432.0,2.7865,<1H OCEAN,2
3229,-119.64,36.31,27.0,1513.0,314.0,1071.0,284.0,1.5909,INLAND,2
13034,-121.15,38.69,52.0,240.0,44.0,6675.0,29.0,6.1359,INLAND,5
6493,-118.02,34.08,28.0,2769.0,631.0,2452.0,581.0,2.6071,INLAND,2
17081,-122.19,37.47,44.0,1371.0,263.0,589.0,301.0,4.8068,NEAR BAY,4
5210,-118.28,33.92,39.0,1274.0,282.0,975.0,277.0,1.5114,<1H OCEAN,2
17353,-120.43,34.89,30.0,1979.0,342.0,999.0,320.0,5.0286,<1H OCEAN,4
8231,-118.2,33.77,22.0,1118.0,437.0,1190.0,399.0,1.9797,NEAR OCEAN,2
1658,-121.94,37.95,18.0,2541.0,355.0,986.0,346.0,7.1978,INLAND,5
961,-121.91,37.68,20.0,1804.0,254.0,831.0,260.0,6.177,<1H OCEAN,5
8965,-118.39,34.0,35.0,1465.0,386.0,1104.0,345.0,4.056,<1H OCEAN,3
14068,-117.12,32.76,23.0,2681.0,717.0,1279.0,648.0,2.1597,NEAR OCEAN,2
15751,-122.45,37.77,52.0,1722.0,465.0,885.0,437.0,3.0906,NEAR BAY,3
3601,-118.49,34.23,32.0,4373.0,683.0,2040.0,693.0,5.2668,<1H OCEAN,4
10730,-117.87,33.6,35.0,1598.0,398.0,782.0,411.0,5.1155,<1H OCEAN,4
13472,-117.38,34.07,6.0,1156.0,191.0,910.0,234.0,4.9091,INLAND,4
3083,-118.44,35.75,23.0,3166.0,700.0,1097.0,493.0,2.6288,INLAND,2
12181,-117.27,33.77,16.0,2876.0,576.0,1859.0,545.0,2.0878,<1H OCEAN,2
18322,-122.13,37.45,41.0,3233.0,540.0,1251.0,506.0,6.6354,NEAR BAY,5
11806,-121.14,38.92,16.0,2069.0,312.0,889.0,299.0,4.6771,INLAND,4
9206,-119.91,37.23,17.0,2171.0,389.0,1042.0,375.0,3.625,INLAND,3
11488,-118.01,33.71,18.0,6565.0,1357.0,3079.0,1248.0,4.7515,<1H OCEAN,4
16588,-121.43,37.74,52.0,966.0,247.0,589.0,228.0,1.6937,INLAND,2
15872,-122.41,37.76,52.0,2479.0,515.0,1816.0,496.0,3.0774,NEAR BAY,3
18523,-122.06,36.98,15.0,3385.0,669.0,1571.0,615.0,4.2254,NEAR OCEAN,3
19565,-120.95,37.61,17.0,4054.0,654.0,2034.0,667.0,4.6833,INLAND,4
16116,-122.5,37.74,44.0,2082.0,470.0,1154.0,403.0,4.3611,NEAR OCEAN,3
7542,-118.21,33.9,35.0,2420.0,579.0,2010.0,540.0,2.0817,<1H OCEAN,2
19677,-121.63,39.15,27.0,336.0,60.0,195.0,68.0,5.3946,INLAND,4
18806,-121.55,40.48,14.0,2413.0,524.0,805.0,329.0,2.7857,INLAND,2
11329,-117.94,33.76,33.0,1441.0,337.0,1233.0,331.0,3.7232,<1H OCEAN,3
2800,-116.22,36.0,14.0,1372.0,386.0,436.0,213.0,1.1471,INLAND,1
13450,-117.41,34.08,38.0,1541.0,290.0,861.0,299.0,3.5655,INLAND,3
10382,-117.65,33.62,15.0,2708.0,410.0,1140.0,389.0,6.2899,<1H OCEAN,5
15942,-122.42,37.72,37.0,2638.0,546.0,1789.0,521.0,4.0071,NEAR BAY,3
17759,-121.84,37.34,27.0,2512.0,526.0,3033.0,526.0,4.25,<1H OCEAN,3
17909,-121.97,37.36,36.0,765.0,134.0,306.0,136.0,4.575,<1H OCEAN,4
14076,-117.12,32.76,17.0,1559.0,462.0,821.0,428.0,2.0139,NEAR OCEAN,2
4229,-118.29,34.11,49.0,2850.0,379.0,1113.0,380.0,12.9591,<1H OCEAN,5
11493,-117.99,33.69,12.0,2480.0,858.0,1441.0,788.0,1.6705,<1H OCEAN,2
15272,-117.29,33.06,20.0,2110.0,335.0,1008.0,325.0,6.1509,NEAR OCEAN,5
3997,-118.61,34.17,19.0,5944.0,1345.0,2372.0,1250.0,3.8819,<1H OCEAN,3
15773,-122.45,37.76,50.0,2518.0,507.0,979.0,516.0,4.6912,NEAR BAY,4
4708,-118.35,34.06,48.0,1354.0,279.0,716.0,309.0,3.7167,<1H OCEAN,3
6031,-117.72,34.08,34.0,2742.0,491.0,1761.0,496.0,3.2481,INLAND,3
5647,-118.29,33.74,29.0,1503.0,411.0,1368.0,390.0,2.1473,NEAR OCEAN,2
5122,-118.31,33.96,47.0,1586.0,322.0,1077.0,339.0,4.4861,<1H OCEAN,3
2828,-119.05,35.4,18.0,1894.0,319.0,846.0,317.0,3.8611,INLAND,3
12565,-121.44,38.54,44.0,2570.0,509.0,1145.0,503.0,2.5694,INLAND,2
18085,-122.05,37.31,25.0,4601.0,696.0,2003.0,666.0,8.0727,<1H OCEAN,5
18131,-122.02,37.34,26.0,1992.0,328.0,980.0,342.0,6.2475,<1H OCEAN,5
19251,-122.75,38.48,4.0,6487.0,1112.0,2958.0,1131.0,4.5417,<1H OCEAN,4
14308,-117.13,32.71,37.0,1220.0,325.0,1472.0,323.0,1.825,NEAR OCEAN,2
2451,-119.56,36.51,37.0,1018.0,213.0,663.0,204.0,1.6635,INLAND,2
13163,-121.38,36.85,13.0,4115.0,782.0,2903.0,747.0,3.7316,INLAND,3
7069,-118.02,33.95,36.0,1632.0,295.0,797.0,283.0,4.2292,<1H OCEAN,3
14261,-117.12,32.7,36.0,1011.0,253.0,763.0,226.0,1.8187,NEAR OCEAN,2
3832,-118.44,34.2,36.0,2698.0,623.0,1544.0,554.0,2.7375,<1H OCEAN,2
2734,-115.56,32.78,34.0,2856.0,555.0,1627.0,522.0,3.2083,INLAND,3
4954,-118.31,34.02,46.0,2217.0,489.0,1227.0,448.0,1.6851,<1H OCEAN,2
5783,-118.24,34.15,45.0,1235.0,271.0,499.0,263.0,3.1435,<1H OCEAN,3
11095,-117.88,33.84,31.0,3301.0,712.0,1532.0,682.0,3.7303,<1H OCEAN,3
6412,-118.02,34.12,38.0,1778.0,288.0,870.0,281.0,6.5784,INLAND,5
14525,-117.13,32.92,16.0,2173.0,399.0,1460.0,393.0,4.2614,<1H OCEAN,3
11974,-117.42,34.0,32.0,1617.0,346.0,1153.0,385.0,3.016,INLAND,3
7907,-118.09,33.85,19.0,8120.0,1371.0,5026.0,1345.0,6.3093,<1H OCEAN,5
12187,-117.31,33.67,9.0,981.0,169.0,596.0,156.0,3.1832,<1H OCEAN,3
18442,-121.82,37.25,24.0,3344.0,531.0,1768.0,541.0,5.8305,<1H OCEAN,4
5809,-118.27,34.15,7.0,2837.0,776.0,2287.0,736.0,3.008,<1H OCEAN,3
10828,-117.93,33.67,27.0,3512.0,472.0,1391.0,481.0,8.1001,<1H OCEAN,5
12257,-117.02,33.81,10.0,6317.0,1335.0,2625.0,1094.0,2.3,INLAND,2
6985,-118.03,33.97,36.0,1601.0,290.0,715.0,284.0,4.8152,<1H OCEAN,4
18940,-122.06,38.27,14.0,6920.0,996.0,3196.0,978.0,5.0672,INLAND,4
6084,-117.89,34.09,36.0,1811.0,320.0,1005.0,332.0,5.5629,<1H OCEAN,4
6768,-118.14,34.11,52.0,3367.0,545.0,1427.0,535.0,5.2292,<1H OCEAN,4
18415,-121.84,37.27,17.0,2795.0,482.0,1904.0,506.0,5.0186,<1H OCEAN,4
16257,-121.25,37.97,34.0,1288.0,344.0,846.0,293.0,1.7895,INLAND,2
155,-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,NEAR BAY,5
17318,-120.13,34.63,11.0,2137.0,339.0,916.0,338.0,5.5221,NEAR OCEAN,4
4687,-118.35,34.07,46.0,1651.0,410.0,512.0,397.0,4.0179,<1H OCEAN,3
15416,-117.28,33.22,13.0,2832.0,542.0,1065.0,531.0,2.3844,<1H OCEAN,2
1966,-120.59,38.76,21.0,1728.0,417.0,731.0,334.0,1.7266,INLAND,2
16359,-121.31,37.99,23.0,3135.0,707.0,1650.0,680.0,1.886,INLAND,2
2365,-119.5,36.74,20.0,1089.0,208.0,531.0,212.0,4.5938,INLAND,4
15801,-122.44,37.76,30.0,5089.0,1210.0,1935.0,1139.0,4.6053,NEAR BAY,4
4425,-118.24,34.07,27.0,223.0,80.0,249.0,82.0,1.6136,<1H OCEAN,2
12566,-121.45,38.54,48.0,3421.0,734.0,1441.0,727.0,1.9485,INLAND,2
16053,-122.48,37.76,52.0,1845.0,336.0,1015.0,337.0,4.1397,NEAR BAY,3
18901,-122.26,38.11,52.0,1560.0,353.0,670.0,287.0,1.7411,NEAR BAY,2
6959,-118.07,34.0,37.0,2976.0,636.0,2117.0,598.0,4.1058,<1H OCEAN,3
7887,-118.04,33.87,17.0,2358.0,396.0,1387.0,364.0,6.299,<1H OCEAN,5
4917,-118.26,34.01,43.0,2179.0,682.0,2624.0,609.0,1.8641,<1H OCEAN,2
20629,-121.39,39.12,28.0,10035.0,1856.0,6912.0,1818.0,2.0943,INLAND,2
9121,-118.1,34.58,29.0,2843.0,603.0,1517.0,573.0,2.6658,INLAND,2
7395,-118.25,33.95,41.0,1576.0,339.0,1252.0,302.0,1.9798,<1H OCEAN,2
6830,-118.11,34.07,46.0,1130.0,229.0,698.0,209.0,5.2719,<1H OCEAN,4
15493,-117.2,33.12,18.0,4372.0,736.0,1473.0,675.0,5.1194,NEAR OCEAN,4
13549,-117.31,34.13,36.0,1076.0,283.0,773.0,224.0,2.6307,INLAND,2
16980,-122.3,37.57,36.0,2406.0,436.0,1189.0,403.0,4.7917,NEAR BAY,4
1042,-120.88,38.32,18.0,2791.0,492.0,1187.0,438.0,3.2589,INLAND,3
8752,-118.36,33.82,36.0,1083.0,187.0,522.0,187.0,5.7765,<1H OCEAN,4
6437,-118.02,34.1,36.0,1928.0,361.0,1008.0,368.0,4.733,INLAND,4
10628,-117.77,33.71,4.0,1646.0,321.0,859.0,300.0,5.5631,<1H OCEAN,4
19499,-121.02,37.67,32.0,3951.0,797.0,1916.0,740.0,2.6722,INLAND,2
5401,-118.42,34.03,44.0,904.0,176.0,358.0,158.0,3.3542,<1H OCEAN,3
17494,-119.79,34.4,20.0,3104.0,415.0,1061.0,380.0,9.6885,NEAR OCEAN,5
16154,-122.48,37.78,52.0,2910.0,611.0,1508.0,515.0,3.5865,NEAR BAY,3
20157,-119.15,34.44,33.0,2005.0,392.0,1043.0,351.0,5.308,<1H OCEAN,4
19871,-119.29,36.34,28.0,1440.0,431.0,2178.0,440.0,1.2634,INLAND,1
8403,-118.37,33.94,29.0,2265.0,813.0,3425.0,781.0,2.3675,<1H OCEAN,2
8764,-118.37,33.81,36.0,1283.0,209.0,563.0,209.0,6.9296,NEAR OCEAN,5
11972,-117.43,34.01,34.0,2101.0,426.0,1150.0,377.0,3.0909,INLAND,3
12323,-116.57,34.0,20.0,260.0,67.0,69.0,50.0,3.5208,INLAND,3
4966,-118.29,34.01,39.0,751.0,207.0,1010.0,231.0,1.6036,<1H OCEAN,2
13339,-117.66,34.03,14.0,2137.0,345.0,1151.0,352.0,5.753,INLAND,4
13993,-116.99,34.89,24.0,2741.0,577.0,1551.0,522.0,3.474,INLAND,3
12479,-121.49,38.59,20.0,463.0,180.0,486.0,190.0,1.0313,INLAND,1
5416,-118.44,34.02,32.0,2242.0,490.0,921.0,461.0,4.0429,<1H OCEAN,3
15792,-122.42,37.77,52.0,1176.0,493.0,1136.0,436.0,1.375,NEAR BAY,1
14211,-117.06,32.68,38.0,1481.0,317.0,1080.0,291.0,2.85,NEAR OCEAN,2
8422,-118.35,33.93,31.0,2746.0,697.0,1973.0,598.0,3.5139,<1H OCEAN,3
2102,-119.77,36.74,50.0,1325.0,280.0,811.0,281.0,1.8667,INLAND,2
18317,-122.12,37.44,33.0,1509.0,303.0,748.0,268.0,4.875,NEAR BAY,4
13789,-117.62,34.44,6.0,8884.0,1687.0,3767.0,1334.0,3.599,INLAND,3
12146,-117.2,33.72,8.0,5528.0,1073.0,1674.0,918.0,2.5335,<1H OCEAN,2
15539,-117.11,33.11,17.0,2641.0,627.0,1167.0,647.0,2.2875,<1H OCEAN,2
5542,-118.4,33.98,39.0,714.0,118.0,314.0,117.0,5.9856,<1H OCEAN,4
19013,-122.01,38.36,15.0,476.0,67.0,213.0,73.0,7.1053,INLAND,5
56,-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,NEAR BAY,2
9275,-122.57,38.11,32.0,3521.0,748.0,1706.0,723.0,3.4705,NEAR BAY,3
11403,-117.92,33.73,14.0,5147.0,1182.0,3171.0,1126.0,3.9929,<1H OCEAN,3
10956,-117.88,33.75,50.0,1344.0,228.0,747.0,234.0,4.5125,<1H OCEAN,4
7466,-118.19,33.93,44.0,1613.0,345.0,1227.0,342.0,3.1667,<1H OCEAN,3
14815,-117.18,32.7,44.0,2655.0,514.0,1102.0,489.0,3.6759,NEAR OCEAN,3
8911,-118.48,34.02,29.0,1585.0,542.0,1019.0,487.0,2.7072,<1H OCEAN,2
17373,-120.43,34.96,24.0,2739.0,414.0,1171.0,413.0,4.8155,<1H OCEAN,4
3369,-120.09,39.92,19.0,2335.0,518.0,1028.0,383.0,1.7267,INLAND,2
3925,-118.56,34.18,36.0,1366.0,224.0,719.0,270.0,4.8264,<1H OCEAN,4
4124,-118.22,34.13,35.0,2983.0,526.0,1614.0,543.0,5.7794,<1H OCEAN,4
383,-122.16,37.74,47.0,824.0,223.0,533.0,166.0,2.625,NEAR BAY,2
992,-121.61,37.77,32.0,404.0,74.0,144.0,58.0,4.2083,INLAND,3
16758,-122.48,37.71,39.0,3615.0,632.0,1571.0,615.0,5.1149,NEAR OCEAN,4
11977,-117.5,34.0,15.0,1929.0,317.0,1237.0,316.0,4.4063,INLAND,3
3654,-118.43,34.21,17.0,3667.0,1209.0,2636.0,1054.0,2.425,<1H OCEAN,2
1277,-121.6,37.9,5.0,14684.0,2252.0,4276.0,1722.0,6.9051,INLAND,5
18787,-122.43,40.47,16.0,3552.0,704.0,1801.0,658.0,2.1496,INLAND,2
7432,-118.2,33.94,45.0,1818.0,408.0,1705.0,373.0,4.0441,<1H OCEAN,3
14594,-117.18,32.83,31.0,1772.0,353.0,1090.0,350.0,3.9265,NEAR OCEAN,3
1701,-122.3,37.97,30.0,4030.0,772.0,1777.0,718.0,3.6393,NEAR BAY,3
13620,-117.25,34.12,17.0,3107.0,752.0,2160.0,643.0,1.8463,INLAND,2
13729,-117.17,34.05,29.0,4007.0,700.0,1576.0,696.0,3.1801,INLAND,3
7267,-118.22,33.98,34.0,2283.0,809.0,3032.0,832.0,2.4387,<1H OCEAN,2
11338,-117.97,33.75,32.0,1564.0,270.0,973.0,290.0,3.75,<1H OCEAN,3
108,-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,NEAR BAY,3
14064,-117.12,32.75,15.0,2671.0,724.0,1800.0,646.0,2.1394,NEAR OCEAN,2
4461,-118.18,34.1,7.0,2529.0,689.0,1215.0,577.0,4.7853,<1H OCEAN,4
11397,-117.97,33.72,24.0,2991.0,500.0,1437.0,453.0,5.4286,<1H OCEAN,4
11644,-118.04,33.81,22.0,4057.0,624.0,2204.0,643.0,5.8527,<1H OCEAN,4
9365,-122.54,37.94,26.0,3990.0,804.0,1550.0,792.0,5.1834,NEAR BAY,4
19574,-120.97,37.62,7.0,8489.0,1673.0,5807.0,1575.0,2.9451,INLAND,2
20526,-121.61,38.38,37.0,1365.0,276.0,952.0,268.0,4.037,INLAND,3
18772,-122.29,40.43,21.0,2842.0,640.0,1658.0,608.0,1.9943,INLAND,2
18390,-121.87,37.23,19.0,7357.0,963.0,3018.0,981.0,6.9473,<1H OCEAN,5
18555,-122.03,36.96,32.0,2182.0,406.0,1122.0,370.0,3.52,NEAR OCEAN,3
9091,-118.21,34.65,17.0,4001.0,814.0,2313.0,756.0,3.0441,INLAND,3
15559,-117.07,33.11,17.0,5565.0,1237.0,3004.0,1139.0,3.0054,<1H OCEAN,3
1244,-121.99,39.15,17.0,6440.0,1204.0,3266.0,1142.0,2.7137,INLAND,2
16682,-120.57,35.12,39.0,1656.0,333.0,866.0,317.0,2.8824,<1H OCEAN,2
19138,-122.69,38.32,16.0,3741.0,698.0,1938.0,658.0,4.6324,<1H OCEAN,4
15902,-122.41,37.75,52.0,2524.0,559.0,1430.0,476.0,3.4073,NEAR BAY,3
18936,-122.14,38.16,4.0,3273.0,495.0,1497.0,454.0,5.3345,NEAR BAY,4
315,-122.19,37.76,45.0,995.0,238.0,630.0,237.0,1.925,NEAR BAY,2
18961,-122.04,38.25,52.0,582.0,131.0,241.0,106.0,2.4,INLAND,2
17369,-120.43,34.93,10.0,2980.0,585.0,1593.0,562.0,3.285,<1H OCEAN,3
11243,-118.0,33.81,33.0,2970.0,547.0,1869.0,539.0,4.3636,<1H OCEAN,3
15284,-117.34,33.16,31.0,2851.0,458.0,1286.0,467.0,4.5694,NEAR OCEAN,4
15093,-116.95,32.82,19.0,5308.0,1058.0,2852.0,1092.0,2.9161,<1H OCEAN,2
6018,-117.8,34.05,5.0,4536.0,1178.0,2485.0,909.0,4.1118,<1H OCEAN,3
18184,-122.04,37.37,33.0,2757.0,489.0,1201.0,481.0,5.0453,<1H OCEAN,4
11009,-117.76,33.79,4.0,8974.0,1268.0,3754.0,1241.0,8.2653,<1H OCEAN,5
5430,-118.42,34.02,26.0,2664.0,842.0,1745.0,789.0,3.4269,<1H OCEAN,3
8814,-118.33,33.77,33.0,4244.0,595.0,1534.0,557.0,9.8214,NEAR OCEAN,5
2635,-124.16,40.6,39.0,1322.0,283.0,642.0,292.0,2.4519,NEAR OCEAN,2
4003,-118.61,34.17,31.0,1689.0,362.0,705.0,360.0,4.0,<1H OCEAN,3
17189,-122.27,37.32,37.0,2607.0,534.0,1346.0,507.0,5.3951,NEAR OCEAN,4
7399,-118.24,33.96,39.0,643.0,186.0,821.0,191.0,2.5729,<1H OCEAN,2
14295,-117.13,32.72,52.0,1560.0,307.0,757.0,315.0,2.7083,NEAR OCEAN,2
10844,-117.9,33.67,26.0,2507.0,393.0,1333.0,392.0,6.1601,<1H OCEAN,5
15815,-122.42,37.76,52.0,2088.0,487.0,1082.0,488.0,2.6803,NEAR BAY,2
7229,-118.16,34.02,44.0,1218.0,374.0,1175.0,342.0,1.9688,<1H OCEAN,2
15748,-122.44,37.77,52.0,2705.0,647.0,1355.0,628.0,2.0161,NEAR BAY,2
8960,-118.4,34.01,44.0,1494.0,262.0,618.0,266.0,5.4035,<1H OCEAN,4
738,-122.14,37.67,37.0,3342.0,,1635.0,557.0,4.7933,NEAR BAY,4
12967,-121.32,38.7,16.0,3592.0,642.0,1740.0,629.0,3.0703,INLAND,3
3982,-118.63,34.19,32.0,3568.0,591.0,1741.0,563.0,5.1529,<1H OCEAN,4
17480,-119.86,34.38,26.0,1626.0,375.0,1580.0,359.0,2.1471,NEAR OCEAN,2
3311,-122.62,38.94,13.0,524.0,129.0,215.0,90.0,1.5455,INLAND,2
19967,-119.09,36.22,34.0,1715.0,290.0,780.0,297.0,3.4306,INLAND,3
11179,-117.95,33.84,18.0,3418.0,815.0,1961.0,773.0,3.65,<1H OCEAN,3
14696,-117.09,32.79,36.0,1529.0,266.0,683.0,260.0,4.0982,NEAR OCEAN,3
11788,-121.24,38.79,23.0,1419.0,261.0,706.0,269.0,3.1875,INLAND,3
12425,-116.15,33.64,10.0,1711.0,499.0,1896.0,443.0,1.6557,INLAND,2
16165,-122.5,37.77,52.0,2739.0,569.0,1312.0,531.0,3.5833,NEAR BAY,3
7978,-118.17,33.86,44.0,1701.0,396.0,1091.0,384.0,3.025,<1H OCEAN,3
